username	registration	address	ssn	residence	company	name	job	mail	current_location	user_id	blood_group	station_ID
suzukiyasuhiro	11 Mar 2021	栃木県袖ケ浦市方京21丁目17番8号	683-16-0425		合同会社井上鉱業	岡本 桃子		akirafujiwara@yahoo.com	(Decimal('-35.9986565'), Decimal('-130.550300'))	424	AB+	46
ataesche	2022-11-14		746-17-6540		Dörr GmbH & Co. KGaA	Leonid Hartung MBA.	Artist	kabuslore@googlemail.com	(Decimal('-88.438108'), Decimal('16.657041'))	147	A+	307
kcavalcanti	2022-11-07		47293186509		Leão	Maria Liz Jesus		pcunha@bol.com.br	(Decimal('-49.2516595'), Decimal('-121.885873'))	30	AB-	474
rolandbriemer	2024/03/05	"Berta-Weinhage-Ring 3316
19324 Finsterwalde"	455-82-8873		Margraf Hecker OHG mbH	Rosa Graf		pierre04@aol.de	(Decimal('16.969230'), Decimal('-45.880788'))	1793	O-	247
rbarth	2022-02-17	"Justina-Möchlichen-Allee 6-2
75109 Uffenheim"	493-20-9268		Schuchhardt Ziegert AG & Co. OHG	Pero Tröst-Bloch		drubinfranz-josef@yahoo.de	(Decimal('52.1099345'), Decimal('32.415873'))	1166	AB-	275
ikedaosamu	24 Mar 2021	奈良県昭島市下宇和田8丁目16番12号	340-75-3496		合同会社田中運輸	佐藤 くみ子		hanako22@hotmail.com	(Decimal('-37.6523735'), Decimal('-126.139207'))	1082	O-	280
salvatoreconradi	2025/06/27	"Schülergasse 9515
53842 Zschopau"	664-76-9377		Hahn GmbH	Wilfried Ebert		xsontag@yahoo.de	(Decimal('67.542401'), Decimal('-15.829719'))	405	O+	5
andreakennedy	02/10/2024, 00:00:00	"Unit 0238 Box 5325
DPO AP 77454"	279-44-0893		Alexander, Adams and Miller	Amy Rivers		obarrett@yahoo.com	(Decimal('-59.0020755'), Decimal('-100.422996'))	1745	A-	546
calarcoivan	06/22/2020, 00:00:00	"Contrada Stefani, 48 Appartamento 6
95037, Trappeto (CT)"	JVNFRD14R59F161X		Giannetti Group	Fausto Benussi		puccinipanfilo@libero.it	(Decimal('82.810688'), Decimal('-2.846380'))	704	AB+	28
vanessa82	2019-11-24	"Margareta-Hartung-Gasse 453
45165 Zeulenroda"	000-22-0632		Dussen van KG	José Nerger-Holzapfel		helmtrud06@gmx.de	(Decimal('-34.920301'), Decimal('107.275015'))	1918	AB-	43
suzukimiki	2020-06-19		646-56-9568		株式会社吉田電気	林 舞	航海士	asuzuki@yahoo.com	(Decimal('20.851452'), Decimal('96.236202'))	1950	AB-	475
sgalambrogiuliano	2024/07/31	"Vicolo Lina, 24
42011, Bagnolo In Piano (RE)"	PSNRMS76T64I392T		Scarfoglio Group	Adelmo Depero		ludovicascarpetta@outlook.com	(Decimal('-32.5435345'), Decimal('-146.069822'))	97	A-	95
emilyvasquez	2021/08/05	"69932 Collins Glen
Dorisstad, DE 11064"	896-83-1324		Andrade LLC	Nathaniel Hammond		kathy38@hotmail.com	(Decimal('43.7178125'), Decimal('-160.955297'))	811	AB+	638
mikakosato	08/08/2025, 00:00:00	佐賀県夷隅郡大多喜町富久町38丁目7番18号 アーバン吾妻橋141	692-53-3162		林農林合同会社	中島 篤司		hikeda@yahoo.com	(Decimal('-46.615600'), Decimal('88.790808'))	140	AB-	748
pturati	2023-08-06		BNGMRN91T46L384V		Dossetti SPA	Silvia Giannotti	Geneticist, molecular	piccioerika@virgilio.it	(Decimal('-47.446147'), Decimal('70.258410'))	829	O+	365
tsubasaogawa	2023-10-08	静岡県川崎市多摩区箭坪17丁目15番11号	279-52-5551		有限会社山田農林	伊藤 くみ子		tomoya04@gmail.com	(Decimal('-38.506854'), Decimal('-146.804813'))	1925	B+	269
manabu99	29 Dec 2023	北海道横浜市神奈川区西浅草20丁目20番19号 コート大中073	227-18-3402		松田情報合同会社	石川 千代	グラフィックデザイナー	kimuratakuma@gmail.com	(Decimal('-16.3256885'), Decimal('90.572206'))	880	A-	738
gaelnunes	08/17/2025, 00:00:00	"Núcleo de Montenegro, 622
Andiroba
31872-889 Viana / ES"	52017846902		Fogaça Rocha - EI	Maria Fernanda Fonseca	Lancheiro	cunhaluiz-gustavo@uol.com.br	(Decimal('-78.035100'), Decimal('-42.874860'))	1042	A+	670
josephpatterson	12 May 2025	"01342 Moore Place Apt. 931
Brandymouth, TN 90651"	150-82-5838		Ramirez LLC	Cameron Holt		david52@hotmail.com	(Decimal('20.711114'), Decimal('-14.246481'))	1644	AB+	665
wilsonkyle	09 Jun 2023	"9418 Simmons Harbor
Johnsonfurt, FM 74723"	621-87-5378		Benson-Campbell	Jeffrey Patel	Agricultural engineer	nichole91@gmail.com	(Decimal('-44.104774'), Decimal('-163.800744'))	1571	AB+	399
sakamotomanabu	2023/08/10	広島県川崎市多摩区東上野20丁目2番6号 ハイツ戸島125	880-77-3536		株式会社森印刷	伊藤 直人	アニメーター	cyoshida@yahoo.com	(Decimal('40.3123285'), Decimal('160.350198'))	1190	A+	3
jennifer42	14 Jun 2022	"5006 Levi Shore
Cooperfurt, SD 65094"	329-66-7798		Gregory-Hernandez	Megan Harris		kimbennett@gmail.com	(Decimal('-88.7146515'), Decimal('26.709159'))	1605	B+	258
limarhavi	17 Feb 2020		71309465800		Nunes - ME	Dr. Mathias Costa	Tecnólogo em esporte e lazer	guilherme69@uol.com.br	(Decimal('-5.443752'), Decimal('-89.472001'))	1439	B-	281
costacaua	2025-06-25	"Loteamento Carlos Eduardo Martins
Paulo Vi
34727580 Macedo dos Dourados / MT"	81906375410		Novais	Sra. Natália Sá		fcunha@hotmail.com	(Decimal('-25.459733'), Decimal('-86.166825'))	988	AB-	282
mastandreaallegra	12/17/2023, 00:00:00	"Via Modigliani, 8
43045, Fornovo Di Taro (PR)"	SNGDNI85T50L540O		Cagnin-Gatto Group	Gianpaolo Pezzali	Public relations officer	marissa77@gmail.com	(Decimal('-77.830481'), Decimal('75.981353'))	1457	B+	244
osamunakamura	01/01/2022, 00:00:00		081-85-9584		石井食品合同会社	中村 太郎		kana20@yahoo.com	(Decimal('78.7487615'), Decimal('131.906296'))	1343	O-	91
agarrone	2020/02/03	"Strada Romagnoli, 867
20144, Milano (MI)"	CNVMRA11H61G980E		Pascarella s.r.l.	Iolanda Zanzi		tonino83@alice.it	(Decimal('28.012061'), Decimal('-145.013131'))	1809	AB-	320
mallory70	2021-03-02		420-06-5082		Wilkerson-Smith	Carla Morales		ryanreynolds@gmail.com	(Decimal('89.6203015'), Decimal('-75.118692'))	123	B+	566
leonnorman	10/01/2024, 00:00:00	"89138 Obrien Track
North Chad, MD 25143"	081-50-5933		Cabrera-Bean	Robert Johnson	Orthoptist	cruzmaria@hotmail.com	(Decimal('-47.2975335'), Decimal('-112.197354'))	685	B-	251
miurasatomi	12/27/2023, 00:00:00		789-29-4345		小川印刷合同会社	田中 充		yasuhiromatsumoto@yahoo.com		903	AB-	6
alice94	2019-10-08	"Conjunto de Costa, 80
Bela Vitoria
87303-003 Sousa de Almeida / PB"	67523841007		Mendonça Andrade - EI	Sra. Emanuelly Jesus	Tecnólogo em rochas ornamentais	da-motaravi-lucca@yahoo.com.br	(Decimal('60.041357'), Decimal('-117.276032'))	539	AB+	166
summersjessica	23 Jun 2019	"1223 Bell Throughway
Lake Victorville, WA 75606"	555-52-6535		Hansen-Brown	Brian Mcintyre		gclark@yahoo.com	(Decimal('-38.145401'), Decimal('20.357723'))	571	O+	448
laraduarte	08/11/2025, 00:00:00	"Setor Pacheco, 30
Diamante
58621573 Marques / RN"	42536018989		Sales	Theodoro Macedo		heitor56@bol.com.br	(Decimal('-60.1260635'), Decimal('-60.432078'))	2042	B+	46
fwood	21 May 2019	"208 Carson Isle
North Brittany, TX 95943"	637-11-0723		Bell Group	Mrs. Kristin Gray	Engineer, aeronautical	angelaflowers@yahoo.com	(Decimal('-65.324230'), Decimal('-131.846861'))	682	O-	334
borranigianluigi	2019-11-28		RCLCTN67C04B982K		Regge-Pizzetti SPA	Sig.ra Morena Bulzoni	Associate Professor	giuliettigloria@gmail.com	(Decimal('-45.055781'), Decimal('-132.408335'))	1765	A-	706
martinstroh	17 Feb 2023	"Wagenknechtplatz 91/75
70047 Germersheim"	498-20-8535		Beier	Rosa Käster-Berger		artur60@aol.de	(Decimal('-67.395678'), Decimal('-37.423068'))	447	AB+	301
hendriksalbertine	23 Jun 2021		538-78-1096		Müller	Herwig Wende-Loos		langepero@yahoo.de	(Decimal('71.858564'), Decimal('-57.634531'))	539	B+	36
lstey	2024-10-01	"Anneli-Löchel-Platz 5
13752 Gütersloh"	013-34-3349		Walter Fiebig KGaA	Mareen Stroh		ohartung@gmx.de	(Decimal('22.0521225'), Decimal('105.111866'))	244	AB+	788
mansdiethard	07/06/2024, 00:00:00	"Reinhard-Schleich-Ring 1367
15856 Duderstadt"	474-18-7629		Mangold	Dipl.-Ing. Emilia Täsche		britjaekel@web.de	(Decimal('-78.4794245'), Decimal('146.800707'))	951	B+	594
gert85	2022-04-26		592-18-4045		Hellwig e.G.	Leszek Wirth		pschmidtke@hotmail.de	(Decimal('11.967815'), Decimal('161.682589'))	1055	O-	278
dgalilei	2021/04/12		CNTDLN84A66G886P		Angeli, Perini e Casale SPA	Eliana Pometta-Cundari		fprada@gmail.com	(Decimal('37.3138735'), Decimal('-82.940065'))	1281	A+	556
otaylor	20 Jul 2019	"42176 Anthony Summit
Emilyside, MT 33323"	544-95-7366		Kane, Gonzales and Rodriguez	Anthony Henderson		zanderson@yahoo.com	(Decimal('5.4758765'), Decimal('22.291125'))	1756	B+	499
nakamuratomoya	03/22/2019, 00:00:00	山口県神津島村小入23丁目25番14号	255-98-1538		株式会社井上運輸	山崎 晃		yamamotoakemi@hotmail.com	(Decimal('5.846514'), Decimal('-108.299536'))	1051	B+	45
wturchi	05/29/2025, 00:00:00	"Strada Pontecorvo, 58
62029, Tolentino (MC)"	MRGRSR30B21E113N		Zamorani SPA	Dott. Costantino Monicelli	Social researcher	luchino94@fastwebnet.it	(Decimal('-69.466016'), Decimal('48.724074'))	463	O+	352
seideljennifer	17 Feb 2021	"Wendestraße 262
42269 Osterode am Harz"	339-46-3433		Dörr AG	Rainer Weitzel MBA.		burghard00@hotmail.de	(Decimal('73.6751495'), Decimal('-127.323855'))	171	O-	597
jacobjohn	04/14/2023, 00:00:00	"Osman-Scholl-Ring 2157
12561 Rostock"	244-84-8647		Weitzel Roskoth KG	Gerolf Naser		zheinrich@yahoo.de	(Decimal('-49.069882'), Decimal('130.737883'))	162	B-	229
rodrigo54	17 Jun 2024	"Alameda Rocha, 43
Estrela
00643590 Fernandes / DF"	97845236047		Jesus	Antônio Pires		maria-fernandavieira@bol.com.br	(Decimal('16.3243045'), Decimal('162.823645'))	109	O-	335
jason88	2025-05-23	"087 Jennifer Mount
Jasonhaven, FL 25146"	557-45-7821		Stout, Taylor and Tran	Danny Sims		emily53@gmail.com	(Decimal('-30.679783'), Decimal('-82.201871'))	822	O-	292
eraldo29	2020/10/01	"Piazza Modugno, 48
89032, Bianco (RC)"	MRLMCL33H46F958H		Sauro e figli	Griselda Favata		venancioostinelli@fastwebnet.it	(Decimal('86.336598'), Decimal('-7.194588'))	1823	B+	155
wgarcia	11/11/2019, 00:00:00	"Ladeira de Costela, 884
Leonina
26084081 Rodrigues / MS"	78156239482		Nogueira	Luigi Rodrigues		theo44@bol.com.br	(Decimal('-72.358580'), Decimal('-40.192058'))	1976	AB+	679
rhornich	12/25/2023, 00:00:00	"Johanna-Hamann-Straße 7-4
93590 Vohenstrauß"	517-13-8399		Lachmann Freudenberger GmbH & Co. KG	Frau Gina Spieß B.A.	Programmierer	lhoerle@hotmail.de	(Decimal('-26.3699235'), Decimal('20.706491'))	878	B-	637
mli	05/02/2021, 00:00:00	"89440 Pacheco Vista Suite 030
East Stephanie, LA 84621"	061-03-6451		Hart-Little	Shawn Miller		nicolefoster@yahoo.com	(Decimal('41.1167645'), Decimal('-70.914584'))	634	O+	22
rohtharm	2021/01/27	"Matthäiplatz 281
22259 Güstrow"	490-70-9557		Fröhlich GmbH & Co. OHG	Edda Holzapfel		cengizgeissler@web.de	(Decimal('-34.7630615'), Decimal('-146.991272'))	1645	O-	785
bolnbachphilomena	07/04/2025, 00:00:00	"Orhan-Cichorius-Gasse 25/97
93767 Wolgast"	069-01-3839		Gierschner KG	Wilhelmine Weihmann-Geißler		ulffliegner@aol.de	(Decimal('78.935847'), Decimal('89.760781'))	842	B-	186
maria-eduardamoreira	05/26/2020, 00:00:00	"Loteamento de Leão, 7
Bom Jesus
43056480 Marques Grande / PR"	76095342180		Cunha	Júlia Sampaio	Florista	maria-julia06@yahoo.com.br	(Decimal('6.780304'), Decimal('101.733075'))	1438	AB+	695
luizanunes	2021-10-28		30864297122		Garcia	Danilo Costela		dpacheco@gmail.com	(Decimal('6.6009855'), Decimal('15.663219'))	294	AB-	38
hasegawayosuke	08/05/2019, 00:00:00	静岡県御蔵島村二つ室27丁目14番6号 一ツ橋パレス311	811-94-9990		合同会社田中食品	山本 直子		ikedaakemi@yahoo.com	(Decimal('-87.435089'), Decimal('37.243145'))	1731	A-	693
parmitanoippazio	2020/03/18	"Contrada Dallara, 28 Piano 7
34128, Trieste (TS)"	FBRRBT60E56A805E		Puglisi Group	Dott. Ranieri Camiscione		hinteriano@vodafone.it	(Decimal('-9.3992415'), Decimal('17.428172'))	936	O-	552
itomomoko	15 Aug 2024	福井県大網白里市鳥越8丁目3番5号 パレス白金491	423-23-0322		有限会社中村鉱業	高橋 裕太	栄養士	hiroshikobayashi@hotmail.com	(Decimal('-82.3266665'), Decimal('-95.581803'))	1179	B-	641
bernfriedzimmer	11 Nov 2021	"Schweitzergasse 71-38
95064 Passau"	087-85-1642		Biggen GmbH & Co. KG	Karl-Ludwig Römer	Informatiker	ottmar26@gmail.com	(Decimal('-66.451231'), Decimal('-73.395249'))	826	A-	649
onakajima	05 Jan 2019	香川県長生郡長南町猿楽町15丁目18番20号 シティ羽折町508	315-01-0454		田中情報合同会社	藤田 充		lwatanabe@hotmail.com	(Decimal('53.7025175'), Decimal('123.757290'))	582	AB-	149
estherlima	21 Feb 2023	"Viela de Aragão, 74
Vila Coqueiral
41368-675 da Costa / RJ"	67198053475		da Luz Ltda.	Sr. Henry Ramos		maria-florcardoso@bol.com.br	(Decimal('3.638032'), Decimal('-74.554193'))	1198	AB+	798
msaito	2022/04/12		009-25-5811		株式会社渡辺ガス	斎藤 くみ子		jmurakami@gmail.com	(Decimal('-66.235485'), Decimal('3.290331'))	748	A+	349
castrojennifer	2019-07-30	"913 Margaret Islands Apt. 469
Justinberg, SD 64376"	171-02-7885		Taylor, Harper and Lee	Edward Carpenter	Ergonomist	angela36@gmail.com	(Decimal('-8.064235'), Decimal('37.320368'))	760	AB+	0
ermenegildotrobbiani	2021/08/04	"Borgo Gianpaolo, 3
74014, Laterza (TA)"	DSURMN26R09G561Y		Baracca Group	Sig.ra Fernanda Sabbatini	Nature conservation officer	cristina05@gmail.com	(Decimal('-39.8129465'), Decimal('5.695818'))	1320	B-	116
luebsstephan	2021/11/22	"Niemeierring 5-2
79926 Erding"	319-60-5179		Dobes Stiftung & Co. KG	Dr. Stephen Baum		wolfgangdoering@yahoo.de	(Decimal('-35.209507'), Decimal('-177.323315'))	769	AB-	460
asukamaeda	2020-09-22	三重県印旛郡栄町無栗屋8丁目27番9号 クレスト長畑367	343-22-5352		有限会社後藤鉱業	松田 直人	電気工事士	kaoriyamamoto@yahoo.com	(Decimal('-39.339772'), Decimal('-25.137353'))	404	A-	331
mbrito	2024/09/21	"Lagoa Cirino, 48
Fazendinha
88418-229 da Mota de Castro / PI"	79231065840		da Cunha - EI	Breno da Cunha	Profissional de comércio exterior	danielsa@yahoo.com.br	(Decimal('49.375644'), Decimal('-113.337841'))	1226	A-	41
hasegawamiki	01 Sep 2022	岩手県目黒区東三島29丁目16番12号 シャルム細野811	785-83-8765		有限会社斎藤電気	佐藤 春香		xsato@hotmail.com	(Decimal('85.520696'), Decimal('101.010726'))	1030	A+	665
bertolibaccio	11/11/2024, 00:00:00		FVTGNN55E45A407B		Toscani, Nitto e Riccardi e figli	Benedetto Mercantini	Printmaker	gottardilando@outlook.com	(Decimal('4.643188'), Decimal('167.097632'))	975	A-	537
kaparecida	06/30/2023, 00:00:00		49705238197		Pires Machado S.A.	Hadassa Campos		fernandeslaura@gmail.com	(Decimal('12.9396935'), Decimal('151.466771'))	1785	A+	328
james68	14 Aug 2022	"74994 Jamie Ford
Lake Jesusport, WA 63775"	252-12-0890		Morris PLC	Isaiah Moody		jessicahatfield@hotmail.com	(Decimal('-25.648064'), Decimal('36.806933'))	1603	A+	155
pomponio80	13 Sep 2022	"Incrocio Giovanni, 71 Piano 6
36021, Barbarano Vicentino (VI)"	TDSLRT68D05B249L		Faugno Group	Sig.ra Milena Detti	Firefighter	qbattisti@yahoo.com	(Decimal('-81.462448'), Decimal('-105.908651'))	972	O-	393
rika08	10/27/2023, 00:00:00	奈良県江戸川区戸山5丁目16番9号 勝どきハイツ489	751-40-8910		株式会社藤井農林	吉田 淳		yasuhiromiura@yahoo.com	(Decimal('66.280876'), Decimal('-30.967753'))	797	O+	242
kenichiyamazaki	2024-09-18	佐賀県江戸川区元浅草24丁目3番15号 アーバン東大和町555	587-69-1916		中村銀行合同会社	鈴木 修平		manabu81@yahoo.com	(Decimal('-54.931118'), Decimal('99.981964'))	63	O+	12
puccinipietro	2021-08-14		CNNLCU55E17L182N		Brancaccio-Alighieri e figli	Saverio Giannotti-Pederiva		chiarabenussi@libero.it	(Decimal('-85.8434725'), Decimal('-114.627720'))	1571	A-	763
santosclarice	2023/03/25	"Praia Isis Aparecida, 8
Vila Trinta E Um De Março
14326-250 Cirino da Mata / SE"	76450921307		Azevedo - ME	Bárbara da Cunha	Espeleologista	cirinojoana@gmail.com	(Decimal('-82.6176745'), Decimal('-84.129604'))	1244	O-	271
usampaio	2025-07-30	"Jardim Carlos Eduardo Sales, 65
Nossa Senhora De Fátima
75768-281 Guerra Verde / AP"	46719283022		Carvalho	Enzo Ribeiro	Massagista	calebe77@hotmail.com	(Decimal('-32.880486'), Decimal('-168.974314'))	162	B-	298
ginoalbertini	2025-09-12	"Canale Donatella, 995
06083, Ospedalicchio Di Bastia Umbra (PG)"	DPRRTI27P25F287E		Alfonsi, Proietti e Giradello SPA	Adamo Burcardo		martinolussu@hotmail.com		678	O+	322
britotheodoro	09/01/2023, 00:00:00	"Vila Laura Ramos, 38
Santa Lúcia
85244336 Siqueira da Prata / RJ"	37620451943		Mendes da Mata Ltda.	Anthony Vieira	Fonoaudiólogo	nda-costa@ig.com.br	(Decimal('-70.7990905'), Decimal('-18.282828'))	1532	O+	739
lyamada	06/11/2025, 00:00:00	長野県三鷹市外国府間19丁目21番19号 大中アーバン629	287-88-0129		小林農林株式会社	山本 零		momokotanaka@yahoo.com	(Decimal('60.6566775'), Decimal('-177.466072'))	1793	AB+	260
miguel12	21 Dec 2018	"Lagoa Mariane Cavalcanti, 629
Marieta 3ª Seção
80239-930 Farias de da Cunha / GO"	01942753616		Albuquerque e Filhos	Manuella Sales		ypimenta@yahoo.com.br	(Decimal('19.7690635'), Decimal('164.707081'))	364	AB+	445
shoheisuzuki	03 Aug 2020		057-32-8691		有限会社吉田水産	藤井 陽一	営業	yamadaakira@yahoo.com	(Decimal('-58.211408'), Decimal('-155.326570'))	1141	AB-	484
jdas-neves	09/23/2023, 00:00:00	"Praia Leão, 69
Vitoria
68009194 Gonçalves de Leão / AP"	39870421687		Guerra	Isadora Vargas		melissamoura@hotmail.com	(Decimal('27.440399'), Decimal('-139.571520'))	557	A-	282
mareile87	13 Jan 2023		648-41-1951		Mude Fischer KGaA	Herr Enno Hellwig		kordulajopich@googlemail.com	(Decimal('-14.0505935'), Decimal('168.101179'))	1324	B+	333
maryjones	13 Jul 2025	"USCGC Lindsey
FPO AA 36201"	772-66-1867		Anderson PLC	Dwayne James		harpercrystal@hotmail.com	(Decimal('80.3050425'), Decimal('77.241056'))	645	AB-	761
szola	13 Jul 2025	"Viale Eliana, 30 Appartamento 68
89016, Cirello (RC)"	CGNPLG14T42C051N		Taliani, Agostinelli e Zetticci Group	Pomponio Ludovisi		lvasari@gmail.com	(Decimal('75.801705'), Decimal('96.911102'))	1353	A-	579
erick08	03 Jul 2024	"Vila Jesus, 552
Camponesa 2ª Seção
45333600 Barbosa da Serra / AC"	52147368008		Lima	Marina Alves		dsouza@ig.com.br	(Decimal('63.7132745'), Decimal('172.487893'))	970	O+	54
cavalcanteana-luiza	2020-10-11	"Esplanada Letícia Freitas
Jardim Montanhês
54827404 Carvalho / RN"	92614078549		Garcia S.A.	Helena Aparecida	Consultor de moda	lleao@bol.com.br	(Decimal('-83.713282'), Decimal('40.616603'))	768	A-	150
gael-henrique87	02/15/2022, 00:00:00		74260859374		Porto S/A	Lorenzo Macedo	Peão de rodeiro	agatha55@bol.com.br	(Decimal('-80.0934755'), Decimal('108.240967'))	1448	A-	532
cramos	2018/12/11	"Sítio de Guerra, 2
Heliopolis
96101125 Monteiro Alegre / PB"	05934168720		Silva	Sra. Maria Luiza Fernandes		britojulia@yahoo.com.br	(Decimal('-69.0577015'), Decimal('-114.986958'))	393	O-	607
yasuhiro51	2021-08-28	茨城県羽村市南郷屋35丁目1番8号	434-63-1546		石川電気株式会社	渡辺 英樹	アナウンサー	aokiyoichi@yahoo.com	(Decimal('49.7775295'), Decimal('-165.489558'))	24	A-	480
toldoangelica	11/07/2023, 00:00:00	"Via Vincentio, 19
89853, San Gregorio D'Ippona (VV)"	VRRTMT80D57I636Y		Trezzini SPA	Giulietta Oscuro-Iannelli	Proofreader	fedele03@vodafone.it	(Decimal('-51.461182'), Decimal('-45.973134'))	253	A+	766
larada-mota	2021-10-14	"Condomínio de Andrade, 14
Goiania
82166053 Ramos do Galho / MG"	50128673940		Andrade	Elisa Cardoso	Implantodontista	gdias@yahoo.com.br	(Decimal('46.2477755'), Decimal('20.922479'))	128	AB-	383
diana88	05/08/2022, 00:00:00	"Piazza Gioele, 34 Appartamento 3
94019, Valguarnera Caropepe (EN)"	CVLBNN37D58G272C		Baggio, Bertoni e Goldoni e figli	Maria Flaiano		elladiopagnotto@yahoo.com	(Decimal('-15.794152'), Decimal('-105.193939'))	1285	AB+	660
gael33	2020-08-23		56021794885		Marques	Pedro Nascimento		joao-lucas92@bol.com.br	(Decimal('79.587987'), Decimal('55.489367'))	2006	O+	767
minoru38	10/24/2019, 00:00:00	栃木県府中市日比谷公園14丁目26番16号 三ノ輪コーポ121	044-89-4740		合同会社佐藤水産	近藤 洋介	お笑い芸人	shota63@hotmail.com		801	O+	229
freia22	2018-11-23	"Scheibestr. 4842
72602 Recklinghausen"	707-34-1247		Bender	Gunther Baum-Nerger		korbinian11@googlemail.com	(Decimal('-41.1922695'), Decimal('-109.368037'))	351	A-	244
upatberg	03 Jun 2024	"Domenico-Hornich-Gasse 26/75
26824 Uffenheim"	089-61-1063		Birnbaum Krause KG	Dipl.-Ing. Florentine Bachmann B.A.		pawel91@web.de	(Decimal('-33.227670'), Decimal('110.052559'))	926	B+	675
schmidtwhitney	07/02/2021, 00:00:00	"0311 Walker Circle
West Kristie, NJ 46468"	535-28-0815		Vasquez, Williams and Gardner	Shelly Weber		natalie86@yahoo.com	(Decimal('-78.489618'), Decimal('63.504938'))	1361	O-	680
mgoldoni	2024/06/29	"Via Lolita, 632
83054, Sant'Angelo Dei Lombardi (AV)"	RSLCHR59S12D433Y		Carpaccio s.r.l.	Raffaele Trupiano		eleanorabarbarigo@gmail.com	(Decimal('-26.1173775'), Decimal('-56.903900'))	286	O-	244
kristin03	2025/04/03	"4057 Cody Squares Apt. 413
North Craig, SD 31623"	223-11-0035		Brown, Walsh and Bradford	Alan Moreno MD		coltonbarrett@gmail.com	(Decimal('-28.5393125'), Decimal('-124.906938'))	1764	A+	260
antoninovecoli	24 Aug 2019	"Strada Leonardo, 368 Piano 2
09121, Cagliari (CA)"	TLDRSN81E24B733M		Gussoni SPA	Giacinto Tedesco-Viviani	Investment banker, operational	melissa97@outlook.com	(Decimal('33.3982445'), Decimal('-92.655734'))	1697	AB-	744
